DrugBank ID,Name,Drug Type
DB06321,R-348,SmallMoleculeDrug
DB06325,Pegpleranib,SmallMoleculeDrug
DB06328,Methoxyamine,SmallMoleculeDrug
DB06329,RG-7795,SmallMoleculeDrug
DB06331,4-O-Demethylpenclomedine,SmallMoleculeDrug
DB06333,Trodusquemine,SmallMoleculeDrug
DB06334,Tucidinostat,SmallMoleculeDrug
DB06335,Saxagliptin,SmallMoleculeDrug
DB06336,Elsiglutide,SmallMoleculeDrug
DB06345,AR-9281,SmallMoleculeDrug
DB06346,Fiboflapon,SmallMoleculeDrug
DB06347,Cenisertib,SmallMoleculeDrug
DB06350,Elinogrel,SmallMoleculeDrug
DB06354,Tezampanel,SmallMoleculeDrug
DB06358,Iclaprim,SmallMoleculeDrug
DB06362,Becatecarin,SmallMoleculeDrug
DB06364,XR5944,SmallMoleculeDrug
DB06365,Sapacitabine,SmallMoleculeDrug
DB06367,Relacatib,SmallMoleculeDrug
DB06368,Alamifovir,SmallMoleculeDrug
DB06370,Indisulam,SmallMoleculeDrug
DB06374,Elacestrant,SmallMoleculeDrug
DB06376,CHGN111,SmallMoleculeDrug
DB06393,Xaliproden,SmallMoleculeDrug
DB06395,Abafungin,SmallMoleculeDrug
DB06397,Nicaraven,SmallMoleculeDrug
DB06401,Bazedoxifene,SmallMoleculeDrug
DB06402,Telavancin,SmallMoleculeDrug
DB06403,Ambrisentan,SmallMoleculeDrug
DB06405,Eprodisate,SmallMoleculeDrug
DB06406,Idraparinux,SmallMoleculeDrug
DB06408,Taribavirin,SmallMoleculeDrug
DB06409,Morphine glucuronide,SmallMoleculeDrug
DB06410,Doxercalciferol,SmallMoleculeDrug
DB06412,Oxymetholone,SmallMoleculeDrug
DB06413,Armodafinil,SmallMoleculeDrug
DB06414,Etravirine,SmallMoleculeDrug
DB06415,Calfactant,SmallMoleculeDrug
DB06419,Cethromycin,SmallMoleculeDrug
DB06420,Annamycin,SmallMoleculeDrug
DB06421,Declopramide,SmallMoleculeDrug
DB06422,Ticalopride,SmallMoleculeDrug
DB06429,Talnetant,SmallMoleculeDrug
DB06431,Evernimicin,SmallMoleculeDrug
DB06433,Tezacitabine,SmallMoleculeDrug
DB06434,Repifermin,SmallMoleculeDrug
DB06435,Tarazepide,SmallMoleculeDrug
DB06436,Semaxanib,SmallMoleculeDrug
DB06437,Tifacogin,SmallMoleculeDrug
DB06439,Tyloxapol,SmallMoleculeDrug
DB06440,Ravuconazole,SmallMoleculeDrug
DB06441,Cangrelor,SmallMoleculeDrug
DB06442,Avasimibe,SmallMoleculeDrug
DB06444,Dexanabinol,SmallMoleculeDrug
DB06445,Diethylnorspermine,SmallMoleculeDrug
DB06446,Dotarizine,SmallMoleculeDrug
DB06447,E5531,SmallMoleculeDrug
DB06448,Lonafarnib,SmallMoleculeDrug
DB06449,Ilodecakin,SmallMoleculeDrug
DB06451,Aprinocarsen,SmallMoleculeDrug
DB06453,Mirostipen,SmallMoleculeDrug
DB06454,Sarizotan,SmallMoleculeDrug
DB06455,Meclinertant,SmallMoleculeDrug
DB06457,Tecastemizole,SmallMoleculeDrug
DB06458,Remacemide,SmallMoleculeDrug
DB06460,Enrasentan,SmallMoleculeDrug
DB06461,Squalamine,SmallMoleculeDrug
DB06465,FK-960,SmallMoleculeDrug
DB06468,Cariporide,SmallMoleculeDrug
DB06469,Lestaurtinib,SmallMoleculeDrug
DB06470,Clomethiazole,SmallMoleculeDrug
DB06471,Naxifylline,SmallMoleculeDrug
DB06472,Fradafiban,SmallMoleculeDrug
DB06477,Sumanirole,SmallMoleculeDrug
DB06478,Porfiromycin,SmallMoleculeDrug
DB06479,Propentofylline,SmallMoleculeDrug
DB06480,Prucalopride,SmallMoleculeDrug
DB06481,Manitimus,SmallMoleculeDrug
DB06482,ALGRX 1207,SmallMoleculeDrug
DB06485,Ropidoxuridine,SmallMoleculeDrug
DB06486,Enzastaurin,SmallMoleculeDrug
DB06489,Liatermin,SmallMoleculeDrug
DB06493,Velafermin,SmallMoleculeDrug
DB06494,Sufugolix,SmallMoleculeDrug
DB06496,Dextrin 2-sulfate,SmallMoleculeDrug
DB06497,Aplaviroc,SmallMoleculeDrug
DB06499,Furaprofen,SmallMoleculeDrug
DB06504,S-8510,SmallMoleculeDrug
DB06506,Repinotan,SmallMoleculeDrug
DB06508,GW-559090,SmallMoleculeDrug
DB06510,Muraglitazar,SmallMoleculeDrug
DB06512,Deramciclane,SmallMoleculeDrug
DB06515,Resiniferatoxin,SmallMoleculeDrug
DB06517,MLN576,SmallMoleculeDrug
DB06518,R-1487,SmallMoleculeDrug
DB06519,Edaglitazone,SmallMoleculeDrug
DB06521,Ertiprotafib,SmallMoleculeDrug
DB06523,Levovirin,SmallMoleculeDrug
DB06525,Ganstigmine,SmallMoleculeDrug
DB06527,Tramiprosate,SmallMoleculeDrug
DB06529,Ocinaplon,SmallMoleculeDrug
DB06530,Resiquimod,SmallMoleculeDrug
DB06532,Pafuramidine,SmallMoleculeDrug
DB06533,Ragaglitazar,SmallMoleculeDrug
DB06535,Etilevodopa,SmallMoleculeDrug
DB06536,Tesaglitazar,SmallMoleculeDrug
DB06538,Robalzotan,SmallMoleculeDrug
DB06543,Astaxanthin,SmallMoleculeDrug
DB06548,Minodronic acid,SmallMoleculeDrug
DB06549,Labradimil,SmallMoleculeDrug
DB06554,Gaboxadol,SmallMoleculeDrug
DB06555,Siramesine,SmallMoleculeDrug
DB06558,Tezosentan,SmallMoleculeDrug
DB06559,Lanimostim,SmallMoleculeDrug
DB06562,Emfilermin,SmallMoleculeDrug
DB06568,alpha-Hydroxy glycineamide,SmallMoleculeDrug
DB06569,P-57AS3,SmallMoleculeDrug
DB06573,Rebimastat,SmallMoleculeDrug
DB06575,Valomaciclovir,SmallMoleculeDrug
DB06578,Tonabersat,SmallMoleculeDrug
DB06579,Adipiplon,SmallMoleculeDrug
DB06580,Celgosivir,SmallMoleculeDrug
DB06581,Bevirimat,SmallMoleculeDrug
DB06582,Dextofisopam,SmallMoleculeDrug
DB06585,Fipamezole,SmallMoleculeDrug
DB06586,Cetilistat,SmallMoleculeDrug
DB06587,Mitemcinal,SmallMoleculeDrug
DB06588,Triphendiol,SmallMoleculeDrug
DB06589,Pazopanib,SmallMoleculeDrug
DB06590,Ceftaroline fosamil,SmallMoleculeDrug
DB06592,Pegargiminase,SmallMoleculeDrug
DB06594,Agomelatine,SmallMoleculeDrug
DB06595,Midostaurin,SmallMoleculeDrug
DB06597,Estradiol sulfamate,SmallMoleculeDrug
DB06598,Brostallicin,SmallMoleculeDrug
DB06600,Nemonoxacin,SmallMoleculeDrug
DB06603,Panobinostat,SmallMoleculeDrug
DB06604,Ilepatril,SmallMoleculeDrug
DB06605,Apixaban,SmallMoleculeDrug
DB06608,Tafenoquine,SmallMoleculeDrug
DB06609,Odiparcil,SmallMoleculeDrug
DB06610,Omiganan,SmallMoleculeDrug
DB06614,Peramivir,SmallMoleculeDrug
DB06616,Bosutinib,SmallMoleculeDrug
DB06618,Cutamesine,SmallMoleculeDrug
DB06619,Amdoxovir,SmallMoleculeDrug
DB06620,Aplindore,SmallMoleculeDrug
DB06622,7-beta-Hydroxyepiandrosterone,SmallMoleculeDrug
DB06623,Flupirtine,SmallMoleculeDrug
DB06624,Taranabant,SmallMoleculeDrug
DB06625,Vipadenant,SmallMoleculeDrug
DB06626,Axitinib,SmallMoleculeDrug
DB06629,Zibotentan,SmallMoleculeDrug
DB06630,Anacetrapib,SmallMoleculeDrug
DB06633,N-chlorotaurine,SmallMoleculeDrug
DB06634,Casopitant,SmallMoleculeDrug
DB06635,Otamixaban,SmallMoleculeDrug
DB06636,Isavuconazonium,SmallMoleculeDrug
DB06637,Dalfampridine,SmallMoleculeDrug
DB06638,Quarfloxin,SmallMoleculeDrug
DB06640,Fispemifene,SmallMoleculeDrug
DB06641,Perifosine,SmallMoleculeDrug
DB06645,Anamorelin,SmallMoleculeDrug
DB06649,Priralfinamide,SmallMoleculeDrug
DB06651,DiaPep 277,SmallMoleculeDrug
DB06652,Vicriviroc,SmallMoleculeDrug
DB06654,Safinamide,SmallMoleculeDrug
DB06656,TAS-106,SmallMoleculeDrug
DB06657,Valrocemide,SmallMoleculeDrug
DB06659,Rostaporfin,SmallMoleculeDrug
DB06660,Saredutant,SmallMoleculeDrug
DB06663,Pasireotide,SmallMoleculeDrug
DB06666,Lixivaptan,SmallMoleculeDrug
DB06669,Arverapamil,SmallMoleculeDrug
DB06670,Odanacatib,SmallMoleculeDrug
DB06673,Almorexant,SmallMoleculeDrug
DB06677,Clazosentan,SmallMoleculeDrug
DB06678,Esmirtazapine,SmallMoleculeDrug
DB06680,Asoprisnil,SmallMoleculeDrug
DB06682,Naproxcinod,SmallMoleculeDrug
DB06683,Clevudine,SmallMoleculeDrug
DB06684,Vilazodone,SmallMoleculeDrug
DB06685,Laquinimod,SmallMoleculeDrug
DB06689,Ethanolamine oleate,SmallMoleculeDrug
DB06690,Nitrous oxide,SmallMoleculeDrug
DB06691,Mepyramine,SmallMoleculeDrug
DB06693,Mevastatin,SmallMoleculeDrug
DB06694,Xylometazoline,SmallMoleculeDrug
DB06695,Dabigatran etexilate,SmallMoleculeDrug
DB06696,Arbekacin,SmallMoleculeDrug
DB06697,Artemether,SmallMoleculeDrug
DB06698,Betahistine,SmallMoleculeDrug
DB06699,Degarelix,SmallMoleculeDrug
DB06700,Desvenlafaxine,SmallMoleculeDrug
DB06701,Dexmethylphenidate,SmallMoleculeDrug
DB06702,Fesoterodine,SmallMoleculeDrug
DB06703,Gadobutrol,SmallMoleculeDrug
DB06704,Iobenguane,SmallMoleculeDrug
DB06705,Gadofosveset trisodium,SmallMoleculeDrug
DB06706,Isometheptene,SmallMoleculeDrug
DB06707,Levonordefrin,SmallMoleculeDrug
DB06708,Lumefantrine,SmallMoleculeDrug
DB06709,Methacholine,SmallMoleculeDrug
DB06710,Methyltestosterone,SmallMoleculeDrug
DB06711,Naphazoline,SmallMoleculeDrug
DB06712,Nilvadipine,SmallMoleculeDrug
DB06713,Norelgestromin,SmallMoleculeDrug
DB06714,Propylhexedrine,SmallMoleculeDrug
DB06715,Potassium Iodide,SmallMoleculeDrug
DB06716,Fospropofol,SmallMoleculeDrug
DB06717,Fosaprepitant,SmallMoleculeDrug
DB06718,Stanozolol,SmallMoleculeDrug
DB06719,Buserelin,SmallMoleculeDrug
DB06721,Gimatecan,SmallMoleculeDrug
DB06723,Aluminum hydroxide,SmallMoleculeDrug
DB06724,Calcium carbonate,SmallMoleculeDrug
DB06725,Lornoxicam,SmallMoleculeDrug
DB06726,Bufuralol,SmallMoleculeDrug
DB06727,Sparteine,SmallMoleculeDrug
DB06728,Aniline,SmallMoleculeDrug
DB06729,Sulfaphenazole,SmallMoleculeDrug
DB06730,Gestodene,SmallMoleculeDrug
DB06731,Seproxetine,SmallMoleculeDrug
DB06732,beta-Naphthoflavone,SmallMoleculeDrug
DB06733,Bafilomycin A1,SmallMoleculeDrug
DB06734,Bafilomycin B1,SmallMoleculeDrug
DB06735,Enclomiphene,SmallMoleculeDrug
DB06736,Aceclofenac,SmallMoleculeDrug
DB06737,Zaltoprofen,SmallMoleculeDrug
DB06738,Ketobemidone,SmallMoleculeDrug
DB06739,Seratrodast,SmallMoleculeDrug
DB06740,BW-A 58C,SmallMoleculeDrug
DB06741,Gavestinel,SmallMoleculeDrug
DB06742,Ambroxol,SmallMoleculeDrug
DB06743,Ginkgolide A,SmallMoleculeDrug
DB06744,ginkgolide-B,SmallMoleculeDrug
DB06745,ginkgolide-C,SmallMoleculeDrug
DB06746,ginkgolide-J,SmallMoleculeDrug
DB06747,ginkgolide-M,SmallMoleculeDrug
DB06748,Ginsenoside C,SmallMoleculeDrug
DB06749,Ginsenoside Rb1,SmallMoleculeDrug
DB06750,Ginsenoside Rg1,SmallMoleculeDrug
DB06751,Drotaverine,SmallMoleculeDrug
DB06753,Triclofos,SmallMoleculeDrug
DB06754,Danaparoid,SmallMoleculeDrug
DB06755,Beta carotene,SmallMoleculeDrug
DB06756,Betaine,SmallMoleculeDrug
DB06757,Manganese,SmallMoleculeDrug
DB06762,Pinacidil,SmallMoleculeDrug
DB06763,Saralasin,SmallMoleculeDrug
DB06764,Tetryzoline,SmallMoleculeDrug
DB06766,Alcaftadine,SmallMoleculeDrug
DB06767,Ammonium chloride,SmallMoleculeDrug
DB06768,Ammonium lactate,SmallMoleculeDrug
DB06769,Bendamustine,SmallMoleculeDrug
DB06770,Benzyl alcohol,SmallMoleculeDrug
DB06771,Besifloxacin,SmallMoleculeDrug
DB06772,Cabazitaxel,SmallMoleculeDrug
DB06774,Capsaicin,SmallMoleculeDrug
DB06775,Carglumic acid,SmallMoleculeDrug
DB06776,Sodium cellulose phosphate,SmallMoleculeDrug
DB06777,Chenodeoxycholic acid,SmallMoleculeDrug
DB06778,Cupric sulfate,SmallMoleculeDrug
DB06779,Dalteparin,SmallMoleculeDrug
DB06780,Desoxycorticosterone acetate,SmallMoleculeDrug
DB06781,Difluprednate,SmallMoleculeDrug
DB06782,Dimercaprol,SmallMoleculeDrug
DB06783,Prussian blue,SmallMoleculeDrug
DB06784,Gallium citrate Ga-67,SmallMoleculeDrug
DB06785,Ganirelix,SmallMoleculeDrug
DB06786,Halcinonide,SmallMoleculeDrug
DB06787,Hexocyclium,SmallMoleculeDrug
DB06788,Histrelin,SmallMoleculeDrug
DB06789,Hydroxyprogesterone caproate,SmallMoleculeDrug
DB06791,Lanreotide,SmallMoleculeDrug
DB06792,Lanthanum carbonate,SmallMoleculeDrug
DB06793,Levopropoxyphene,SmallMoleculeDrug
DB06794,Lodoxamide,SmallMoleculeDrug
DB06795,Mafenide,SmallMoleculeDrug
DB06796,Mangafodipir,SmallMoleculeDrug
DB06797,Mebutamate,SmallMoleculeDrug
DB06799,Methenamine,SmallMoleculeDrug
DB06800,Methylnaltrexone,SmallMoleculeDrug
DB06801,Monoctanoin,SmallMoleculeDrug
DB06802,Nepafenac,SmallMoleculeDrug
DB06803,Niclosamide,SmallMoleculeDrug
DB06804,Nonoxynol-9,SmallMoleculeDrug
DB06807,Phenyl aminosalicylate,SmallMoleculeDrug
DB06809,Plerixafor,SmallMoleculeDrug
DB06810,Plicamycin,SmallMoleculeDrug
DB06811,Polidocanol,SmallMoleculeDrug
DB06812,Povidone-iodine,SmallMoleculeDrug
DB06813,Pralatrexate,SmallMoleculeDrug
DB06814,Protokylol,SmallMoleculeDrug
DB06815,Pyrithione,SmallMoleculeDrug
DB06816,Pyrvinium,SmallMoleculeDrug
DB06817,Raltegravir,SmallMoleculeDrug
DB06819,Phenylbutyric acid,SmallMoleculeDrug
DB06820,Sulconazole,SmallMoleculeDrug
DB06821,Sulfameter,SmallMoleculeDrug
DB06822,Tinzaparin,SmallMoleculeDrug
DB06823,Tiopronin,SmallMoleculeDrug
DB06824,Triethylenetetramine,SmallMoleculeDrug
DB06825,Triptorelin,SmallMoleculeDrug
DB06826,Unoprostone,SmallMoleculeDrug
DB06827,Viomycin,SmallMoleculeDrug
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,SmallMoleculeDrug
DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,SmallMoleculeDrug
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",SmallMoleculeDrug
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,SmallMoleculeDrug
DB06832,Prinaberel,SmallMoleculeDrug
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,SmallMoleculeDrug
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",SmallMoleculeDrug
DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,SmallMoleculeDrug
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",SmallMoleculeDrug
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",SmallMoleculeDrug
DB06838,methyl L-phenylalaninate,SmallMoleculeDrug
DB06839,N-(ethoxycarbonyl)-L-leucine,SmallMoleculeDrug
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate",SmallMoleculeDrug
DB06841,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",SmallMoleculeDrug
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,SmallMoleculeDrug
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",SmallMoleculeDrug
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",SmallMoleculeDrug
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,SmallMoleculeDrug
DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",SmallMoleculeDrug
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",SmallMoleculeDrug
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",SmallMoleculeDrug
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,SmallMoleculeDrug
DB06851,N-(pyridin-3-ylmethyl)aniline,SmallMoleculeDrug
DB06852,CHIR-124,SmallMoleculeDrug
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,SmallMoleculeDrug
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,SmallMoleculeDrug
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,SmallMoleculeDrug
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,SmallMoleculeDrug
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,SmallMoleculeDrug
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,SmallMoleculeDrug
DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",SmallMoleculeDrug
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,SmallMoleculeDrug
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,SmallMoleculeDrug
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",SmallMoleculeDrug
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,SmallMoleculeDrug
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,SmallMoleculeDrug
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE",SmallMoleculeDrug
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,SmallMoleculeDrug
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,SmallMoleculeDrug
DB06870,Tetrahydrogestrinone,SmallMoleculeDrug
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,SmallMoleculeDrug
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",SmallMoleculeDrug
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",SmallMoleculeDrug
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",SmallMoleculeDrug
DB06875,ERB-196,SmallMoleculeDrug
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",SmallMoleculeDrug
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",SmallMoleculeDrug
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,SmallMoleculeDrug
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",SmallMoleculeDrug
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",SmallMoleculeDrug
DB06881,(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,SmallMoleculeDrug
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,SmallMoleculeDrug
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,SmallMoleculeDrug
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,SmallMoleculeDrug
DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,SmallMoleculeDrug
DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,SmallMoleculeDrug
DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",SmallMoleculeDrug
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",SmallMoleculeDrug
DB06889,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",SmallMoleculeDrug
DB06890,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,SmallMoleculeDrug
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",SmallMoleculeDrug
DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",SmallMoleculeDrug
DB06893,Decylsulfonic acid,SmallMoleculeDrug
DB06894,1-Dodecanol,SmallMoleculeDrug
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",SmallMoleculeDrug
DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",SmallMoleculeDrug
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",SmallMoleculeDrug
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",SmallMoleculeDrug
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,SmallMoleculeDrug
DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,SmallMoleculeDrug
DB06902,p-Cumylphenol,SmallMoleculeDrug
DB06903,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",SmallMoleculeDrug
DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",SmallMoleculeDrug
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",SmallMoleculeDrug
DB06906,ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate,SmallMoleculeDrug
DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",SmallMoleculeDrug
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",SmallMoleculeDrug
DB06909,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",SmallMoleculeDrug
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",SmallMoleculeDrug
DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,SmallMoleculeDrug
DB06912,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",SmallMoleculeDrug
DB06913,"(3R)-3-[3,5-Bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide",SmallMoleculeDrug
DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",SmallMoleculeDrug
DB06915,"naphthalene-1,2,4,5,7-pentol",SmallMoleculeDrug
DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",SmallMoleculeDrug
DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone,SmallMoleculeDrug
DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,SmallMoleculeDrug
DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,SmallMoleculeDrug
DB06920,Eribaxaban,SmallMoleculeDrug
