"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4080990";"";"0";"407.58";"0";"4.53";"24g";"O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCC1CCCCC1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4085506";"";"0";"495.65";"1";"5.36";"33d";"COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4078469";"";"0";"481.62";"1";"5.95";"39c";"COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(Nc2ccc(C)cc2)C4)c2ccccc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4094988";"";"0";"477.63";"1";"6.45";"39i";"Cc1ccc(NC2CCc3c(sc4ncn(Cc5cccc(-c6ccccc6)c5)c(=O)c34)C2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL521799";"";"0";"439.33";"1";"5.31";"6b";"O=c1[nH]c(=S)[nH]c(-c2ccc(Br)cc2)c1Cc1c(O)ccc2ccccc12";"IC50";"'>'";"90000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL970609";"Inhibition of human recombinant SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138523";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL1797748";"";"0";"388.49";"0";"4.67";"6q";"O=c1[nH]c(=S)[nH]c(CCc2ccccc2)c1Cc1c(O)ccc2ccccc12";"IC50";"'='";"50800.0";"nM";"4.29";"";"";"UO_0000065";"11.05";"0.21";"-0.38";"6.23";"False";"CHEMBL1799831";"Inhibition of human recombinant SIRT2 expressed in Escherichia coli incubated at 37 degC for 2 hrs by Fluor de Lys fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795290";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL3220461";"";"0";"466.90";"0";"3.87";"19";"O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(C(=O)OCc3cccc(Cl)c3)cc2)o1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"12.12";"0.24";"1.79";"5.79";"False";"CHEMBL3226834";"Inhibition of human recombinant Sirt2 using ZMAL as substrate after 4 hrs by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217470";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3220460";"";"0";"340.36";"0";"2.06";"18";"CC(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=S)NC3=O)o2)cc1";"IC50";"'='";"5495.41";"nM";"5.26";"";"";"UO_0000065";"15.45";"0.30";"3.20";"5.95";"False";"CHEMBL3226834";"Inhibition of human recombinant Sirt2 using ZMAL as substrate after 4 hrs by fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217470";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL420311";"";"0";"248.71";"0";"2.73";"4, EX-527";"NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"22.27";"0.44";"2.81";"9.40";"False";"CHEMBL2341151";"Inhibition of His-tagged SIRT2 (1 to 389) (unknown origin)-mediated deacetylation of Ac-RHKKAcW-NH2 substrate incubated for 20 mins prior to substrate addition measured after 30 mins by mass spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331260";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL2338818";"";"0";"403.55";"0";"2.87";"39";"Cc1c(C(N)=O)sc2c(N3CCC(CCNC(=O)C(C)(C)C)CC3)ncnc12";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"17.06";"0.34";"4.02";"6.80";"False";"CHEMBL2341151";"Inhibition of His-tagged SIRT2 (1 to 389) (unknown origin)-mediated deacetylation of Ac-RHKKAcW-NH2 substrate incubated for 20 mins prior to substrate addition measured after 30 mins by mass spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331260";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL596656";"";"0";"397.54";"1";"7.19";"6, MC1808";"CC(CSc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1";"IC50";"'='";"19200.0";"nM";"4.72";"";"";"UO_0000065";"11.86";"0.22";"-2.47";"14.47";"True";"CHEMBL1069456";"Inhibition of human recombinant SIRT2 by Flour de Lys assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159066";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL3916500";"";"0";"491.46";"0";"4.55";"BDBM235912";"Cc1ccc(C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2)cc1Br";"IC50";"'='";"31900.0";"nM";"4.50";"";"411047";"UO_0000065";"9.15";"0.20";"-0.05";"6.12";"False";"CHEMBL3888614";"Inhibition Assay: All compounds were tested for inhibition of SIRT1 and SIRT2 using human recombinant enzymes available in the Fluor de Lys fluorescence-based assay kit (BIOMOL, AK555, AK556). All other required reagents were provided in the kit which was stored at −78° C. Before use, small aliquots of each enzyme (2-3 μL) were prepared, snap frozen in liquid nitrogen and stored at −78° C. Fresh dilutions of compounds were prepared in DMSO and further diluted in assay buffer. NAD+ (12.5 ΞL at 4 mM) and Fluor de Lys SIRT1 or SIRT2 (12.5 μL at 100 μM) in assay buffer were added to a white 96 well plate, followed by compound (10 μL) and lastly enzyme (15 μL, 0.07 U/μL or SIRT1 and 0.3 U/μL for SIRT2). After incubation for 1 h at 37° C. a developer solution (50 μL) was added to each reaction. The developer solution contained 38 μL buffer, 10 μL developer and 2 μL nicotinamide (50 mM) per reaction. The plate was then incubated for 45 min at rt and then read using a Spectra Max Gemini fluorimeter with an excitation wavelength of 355 nm and an emission wavelength of 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886780";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3408979";"";"0";"405.59";"1";"5.42";"27";"CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(CC)CC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3413120";"Inhibition of human recombinant SIRT2 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407343";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3408981";"";"0";"455.63";"0";"4.36";"29";"CCCCCCCCn1c2c(c3cc(-c4cnc(N)nc4)ccc31)CN(S(C)(=O)=O)CC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3413120";"Inhibition of human recombinant SIRT2 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407343";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3408986";"";"0";"422.55";"1";"5.64";"34";"CCCCCCCCn1c2c(c3cc(-c4ccnc(F)c4)ccc31)CN(C(N)=O)CC2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3413120";"Inhibition of human recombinant SIRT2 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407343";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL1140";"NIACINAMIDE";"4";"122.13";"0";"0.18";"Nicotinamide";"NC(=O)c1cccnc1";"IC50";"'='";"6300.0";"nM";"5.20";"";"";"UO_0000065";"42.58";"0.79";"5.02";"9.29";"False";"CHEMBL3413120";"Inhibition of human recombinant SIRT2 assessed as deacetylation of N-acetyl lysine residue in p53 (317 to 320) after 30 mins by luciferase-mediated luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407343";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3358386";"";"0";"325.37";"0";"4.55";"17f";"O=C(Nc1cccnn1)c1cccc(-c2ccc3ccccc3c2)c1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"18.58";"0.33";"1.50";"11.02";"False";"CHEMBL3375362";"Inhibition of GST-tagged human recombinant SIRT2 (34 to 356 residues) expressed in Escherichia coli BL21 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 45 mins by fluorimetric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352569";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL224864";"";"0";"434.28";"1";"6.35";"AGK2";"N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"12.72";"0.25";"-0.83";"7.00";"False";"CHEMBL3375362";"Inhibition of GST-tagged human recombinant SIRT2 (34 to 356 residues) expressed in Escherichia coli BL21 using Fluor de Lys-SIRT as substrate incubated for 60 mins prior to substrate addition measured after 45 mins by fluorimetric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352569";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None";""
"CHEMBL3769473";"";"0";"496.62";"1";"5.38";"13b";"O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nnc(Cc2ccccc2)s1";"IC50";"'='";"19900.0";"nM";"4.70";"";"";"UO_0000065";"9.47";"0.18";"-0.68";"5.03";"False";"CHEMBL3773441";"Inhibition of N-terminal his6-tagged human SIRT2 (25 to 389 amino acids) using ZMAL as substrate after 4 hrs by fluorescence-based microplate reader method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769317";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3770474";"";"0";"374.49";"0";"3.83";"26a";"CCOc1ccc2nc(NC(=O)CSc3nc(C)cc(C)n3)sc2c1";"IC50";"'='";"77800.0";"nM";"4.11";"";"";"UO_0000065";"10.97";"0.22";"0.28";"5.34";"False";"CHEMBL3773441";"Inhibition of N-terminal his6-tagged human SIRT2 (25 to 389 amino acids) using ZMAL as substrate after 4 hrs by fluorescence-based microplate reader method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769317";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3770258";"";"0";"455.01";"1";"5.68";"14g";"Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(Cl)ccc34)s2)n1";"IC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"13.89";"0.29";"0.64";"9.32";"False";"CHEMBL3773441";"Inhibition of N-terminal his6-tagged human SIRT2 (25 to 389 amino acids) using ZMAL as substrate after 4 hrs by fluorescence-based microplate reader method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769317";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3771035";"";"0";"404.95";"0";"4.52";"19c";"Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(Cl)cc3)s2)n1";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"13.50";"0.29";"0.95";"8.07";"False";"CHEMBL3773441";"Inhibition of N-terminal his6-tagged human SIRT2 (25 to 389 amino acids) using ZMAL as substrate after 4 hrs by fluorescence-based microplate reader method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769317";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3770979";"";"0";"434.28";"1";"6.35";"6; AGK2";"N#C/C(=C/c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"12.56";"0.25";"-0.89";"6.91";"False";"CHEMBL3773604";"Inhibition of human SIRT2 by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3769317";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3806238";"";"0";"375.43";"0";"3.57";"56";"CCc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1";"IC50";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"18.17";"0.33";"3.25";"7.23";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3804901";"";"0";"439.47";"0";"4.80";"78";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(Oc4ccccc4)cc3)c2)c1";"IC50";"'='";"196.0";"nM";"6.71";"";"";"UO_0000065";"15.26";"0.28";"1.91";"6.48";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805923";"";"0";"285.30";"0";"1.72";"11";"CC(=O)Nc1cccc(COc2cncc(C(N)=O)c2)c1";"IC50";"'='";"15100.0";"nM";"4.82";"";"";"UO_0000065";"16.90";"0.31";"3.10";"5.11";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL4466240";"";"0";"542.75";"2";"5.62";"C8";"CCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"12.75";"0.25";"1.30";"6.19";"False";"CHEMBL4433520";"Inhibition of recombinant human N-terminal His6-tagged/SUMO-fused SIRT2 (38 to 356 residues) expressed in Escherichia coli BL21 assessed as reduction in deacetylase activity using acetylated H3K9 as substrate preincubated for 15 mins followed by substrate addition and measured after 6 mins by UV-HPLC analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433206";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL3805244";"";"0";"353.42";"0";"3.28";"12";"NC(=O)c1cncc(OCc2cccc(NC(=O)C3CCCCC3)c2)c1";"IC50";"'='";"2050.0";"nM";"5.69";"";"";"UO_0000065";"16.09";"0.30";"2.41";"6.03";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3804896";"";"0";"365.36";"0";"3.15";"45";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccccc3F)c2)c1";"IC50";"'='";"288.0";"nM";"6.54";"";"";"UO_0000065";"17.90";"0.33";"3.39";"6.94";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805306";"";"0";"429.52";"1";"5.06";"59";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(C4CCCCC4)cc3)c2)c1";"IC50";"'='";"133.0";"nM";"6.88";"";"";"UO_0000065";"16.01";"0.29";"1.82";"7.29";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805568";"";"0";"391.38";"0";"2.71";"72";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(C(=O)O)cc3)c2)c1";"IC50";"'='";"2580.0";"nM";"5.59";"";"";"UO_0000065";"14.28";"0.26";"2.88";"4.25";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3806073";"";"0";"453.50";"0";"4.59";"79";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(OCc4ccccc4)cc3)c2)c1";"IC50";"'='";"138.0";"nM";"6.86";"";"";"UO_0000065";"15.13";"0.28";"2.27";"6.63";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805574";"";"0";"376.42";"0";"3.05";"80";"CNc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1";"IC50";"'='";"216.0";"nM";"6.67";"";"";"UO_0000065";"17.71";"0.33";"3.62";"6.27";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805448";"";"0";"418.50";"0";"3.86";"83";"CCN(CC)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1";"IC50";"'='";"366.0";"nM";"6.44";"";"";"UO_0000065";"15.38";"0.28";"2.58";"6.60";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3805035";"";"0";"416.48";"0";"3.61";"84";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCCC4)cc3)c2)c1";"IC50";"'='";"98.2";"nM";"7.01";"";"";"UO_0000065";"16.83";"0.31";"3.40";"7.18";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
